x₁,x₂,x₃,x₄,x₅,x₆,x₇,x₈,x₉,x₁₀,y
0.8467614930868124,0.9170574652730387,45.09670285295664,0.9688606320889932,0.9279584458380945,0.9248354613093004,0.49982432313665637,0.743490493458112,0.8987476269735785,0.5671978948631233,67.08576655136011
0.30126949629083954,0.24617789655888145,18.08129964609959,0.05826095417740351,0.8238791669658778,0.4925000273716591,0.10799535434302832,0.16347130237171126,0.6143469196221818,0.5269999474940994,64.77649788451959
0.8879404527681833,0.8308662207884472,99.94670763779467,0.7379395944684111,0.6578455391208826,0.7750651681835319,0.8843380012284536,0.503633380681909,0.6050135093959915,0.4523316948970434,62.80409418359098
0.9772820210862077,0.5192645486859132,2.6429358443760043,0.32617537281212416,0.6765789776537598,0.19860596237313333,0.5096721707067433,0.9644175535422038,0.8476118536978932,0.7160778020149691,64.92633465794452
0.04052286230842106,0.22706336432534324,98.76984849332557,0.12724869798948713,0.9002055257709591,0.10697315637218341,0.7070038842833164,0.17538163760197067,0.1924980836515655,0.07770396780361255,66.23353780200716
0.8612141934066275,0.8931682982447776,17.574783448818643,0.16158182240826702,0.16176441076351988,0.16153910895954238,0.13416660257553525,0.769750393477242,0.8453192654842447,0.8008090338743351,59.1833884779292
0.6863184123372006,0.7182902140894036,16.21277484024859,0.702344664021783,0.3322463912647091,0.2917272669862023,0.1273660026541581,0.3605200645423201,0.5268751330359759,0.562373543579799,56.10685688554293
0.7740970480211791,0.4448063549878175,94.0532577156731,0.4694096005604318,0.4286720054947415,0.21824918623897083,0.7211497948581234,0.5412307005944195,0.6343238698203708,0.6050305239297759,61.88755329695066
0.05076176945109534,0.3704191045772911,83.07336107455023,0.4986287904181377,0.15387209679326985,0.0947454446601863,0.9221664250204624,0.4923429265858752,0.2566306654704116,0.3523204958200161,58.646507757458224
0.5892633919373773,0.6461428140426528,53.90247014710021,0.9299446069194557,0.8913359911713028,0.39526562835577717,0.9177774976951969,0.655277280348448,0.3673860984151879,0.7860893194106332,66.52661867453894
0.8369172676081427,0.8481967207125827,41.115018247168386,0.6833595857723589,0.48601084278189677,0.7773843072064404,0.11858945502937246,0.5940394075712537,0.903841693454801,0.6555997933170382,59.13326121659999
0.8066373687599344,0.6675854628323068,59.85127509930479,0.7717582261169709,0.5320354530889477,0.7554544020595098,0.4195804852634295,0.4928417200713948,0.48144746549301054,0.6945685289489693,59.96461808136977
0.5990007426570165,0.6772669248016508,12.842787814669453,0.4834493172414347,0.027972360162543675,0.7593388762190398,0.8963045923252246,0.42239833391886983,0.43261604460705594,0.4309495856041696,60.01936035439881
0.3619514769875478,0.25035282512056456,76.76191246433564,0.3025721340936669,0.9774063393040306,0.5422661789941505,0.8010872064140695,0.6216834083053028,0.5457266993894537,0.49241288729538557,71.21430159205926
0.44972262020445886,0.47374805706755285,59.67450478570455,0.52467371836703,0.4787724033925045,0.4803198795494634,0.7694702798054038,0.2558846589039394,0.45356038802457643,0.6671491040878929,61.43018770547199
